,DEPCOM,COM,SUPERFICIE,PMUN
19410,16007,ALLOUE,4667.0,509.0
19411,16072,CHADURIE,1648.0,509.0
19412,11324,ROUBIA,758.0,509.0
19413,27282,GAUVILLE-LA-CAMPAGNE,614.0,509.0
19414,15243,TRIZAC,4528.0,509.0
19415,47235,SAINT-COLOMB-DE-LAUZUN,2339.0,510.0
19416,38159,EYDOCHE,567.0,510.0
19417,16323,SAINT-GERMAIN-DE-MONTBRON,1495.0,510.0
19418,10170,GYE-SUR-SEINE,2357.0,510.0
19419,59406,MONCEAU-SAINT-WAAST,591.0,510.0
19420,21388,MARLIENS,443.0,510.0
19421,39338,MOLAY,642.0,510.0
19422,89432,VAUDEURS,2763.0,510.0
19423,70528,VELESMES-ECHEVANNE,2231.0,510.0
19424,87108,NOUIC,3581.0,510.0
19425,70178,LA COTE,691.0,510.0
19426,10186,LAINES-AUX-BOIS,1642.0,510.0
19427,42060,CHENEREILLES,921.0,510.0
19428,45121,DAMMARIE-SUR-LOING,2099.0,510.0
19429,76273,FONTAINE-SOUS-PREAUX,356.0,510.0
19430,28294,OYSONVILLE,962.0,510.0
19431,80411,LE HAMEL,914.0,510.0
19432,41099,GY-EN-SOLOGNE,3596.0,510.0
19433,50138,COLOMBY,1136.0,510.0
19434,06050,COURSEGOULES,4129.0,510.0
19435,86080,CLOUE,1204.0,510.0
19436,43217,SAINT-PIERRE-DU-CHAMP,3057.0,510.0
19437,40163,LUE,9660.0,510.0
19438,08264,MACHAULT,1676.0,510.0
19439,59241,FLOYON,1730.0,510.0
19440,80571,MORISEL,652.0,510.0
19441,62251,COURSET,1025.0,510.0
19442,87077,JANAILHAC,1867.0,510.0
19443,65335,ORDIZAN,596.0,510.0
19444,19131,MEILHARDS,4508.0,511.0
19445,04113,MARCOUX,3283.0,511.0
19446,2A345,VERO,2373.0,511.0
19447,38531,VELANNE,813.0,511.0
19448,88464,TENDON,2194.0,511.0
19449,80722,SAINT-VAAST-EN-CHAUSSEE,494.0,511.0
19450,15216,SAINT-URCIZE,5503.0,511.0
19451,27446,ORMES,1414.0,511.0
19452,76111,BOIS-L'EVEQUE,738.0,511.0
19453,71024,BAUGY,1267.0,511.0
19454,65035,ARTAGNAN,501.0,511.0
19455,39520,SOUVANS,1999.0,511.0
19456,89472,VILLIERS-SAINT-BENOIT,3413.0,511.0
19457,62772,SALPERWICK,394.0,511.0
19458,11212,MAILHAC,1058.0,511.0
19459,72349,TEILLE,1163.0,511.0
19460,51052,BERRU,1366.0,511.0
19461,67545,WITTERNHEIM,519.0,511.0
19462,52543,VOILLECOMTE,1446.0,512.0
19463,51119,CHAMPILLON,147.0,512.0
19464,36134,MOUHET,3251.0,512.0
19465,80149,BUIGNY-SAINT-MACLOU,732.0,512.0
19466,64120,BEYRIE-SUR-JOYEUSE,2473.0,512.0
19467,57309,HEINING-LES-BOUZONVILLE,613.0,512.0
19468,60196,LE DELUGE,372.0,512.0
19469,27013,AMFREVILLE-SOUS-LES-MONTS,745.0,512.0
19470,40066,CARCARES-SAINTE-CROIX,1586.0,512.0
19471,28362,SAINT-VICTOR-DE-BUTHON,2821.0,512.0
19472,37234,SAINT-QUENTIN-SUR-INDROIS,2732.0,512.0
19473,33456,SAINT-PALAIS,971.0,512.0
19474,49158,L'HOTELLERIE-DE-FLEE,1484.0,512.0
19475,47248,SAINT-JEAN-DE-THURAC,512.0,512.0
19476,45014,AULNAY-LA-RIVIERE,1619.0,512.0
19477,78278,GOUPILLIERES,568.0,512.0
19478,58096,DEVAY,1254.0,512.0
19479,57619,SAINT-LOUIS-LES-BITCHE,452.0,512.0
19480,47249,SAINT-LAURENT,422.0,512.0
19481,25122,CHAPELLE-D'HUIN,2387.0,512.0
19482,16272,PUYREAUX,819.0,512.0
19483,59270,GRAND-FAYT,886.0,513.0
19484,53057,LA CHAPELLE-AU-RIBOUL,1312.0,513.0
19485,62837,VAUDRINGHEM,771.0,513.0
19486,49184,LOUVAINES,1513.0,513.0
19487,76573,SAINT-DENIS-LE-THIBOULT,1039.0,513.0
19488,58228,SAINT-ANDELAIN,2047.0,513.0
19489,77524,VIMPELLES,1139.0,513.0
19490,67210,LE HOHWALD,2085.0,513.0
19491,87094,MEILHAC,1487.0,513.0
19492,42295,LES SALLES,2556.0,513.0
19493,46187,MAUROUX,1637.0,513.0
19494,62150,BOISJEAN,1279.0,513.0
19495,34118,GUZARGUES,1162.0,513.0
19496,21017,ARCENANT,1003.0,514.0
19497,65464,VIELLE-ADOUR,582.0,514.0
19498,70353,MONTAGNEY,932.0,514.0
19499,33132,COMPS,171.0,514.0
19500,33451,SAINT-MICHEL-DE-FRONSAC,550.0,514.0
19501,54393,MOYEN,2371.0,514.0
19502,09061,LES BORDES-SUR-ARIZE,1282.0,514.0
19503,51266,GERMAINE,1482.0,514.0
19504,68232,NEUWILLER,387.0,514.0
19505,65019,ARCIZAC-ADOUR,509.0,514.0
19506,35320,SAINT-UNIAC,688.0,514.0
19507,24380,SAINT-BARTHELEMY-DE-BELLEGARDE,3327.0,514.0
19508,62579,MONCHY-AU-BOIS,1108.0,514.0
19509,01063,BRION,450.0,514.0
19510,39349,MONTAIN,230.0,514.0
19511,69225,SAINT-MARCEL-L'ECLAIRE,1183.0,514.0
19512,16258,PERIGNAC,2558.0,514.0
19513,77262,LOUAN-VILLEGRUIS-FONTAINE,3807.0,514.0
19514,89209,JOUY,1762.0,514.0
19515,21048,BARGES,385.0,514.0
19516,64058,ARTHEZ-D'ASSON,740.0,514.0
19517,84115,SAINT-PIERRE-DE-VASSOLS,500.0,514.0
19518,81208,PEYROLE,2018.0,514.0
19519,38303,LA PIERRE,336.0,514.0
19520,36026,BRION,4433.0,515.0
19521,72324,SAINT-VINCENT-DES-PRES,1056.0,515.0
19522,62422,HEBUTERNE,1106.0,515.0
19523,42041,CHAMBEON,1685.0,515.0
19524,72282,SAINT-GEORGES-LE-GAULTIER,2335.0,515.0
19525,23164,ROUGNAT,4138.0,515.0
19526,16107,COULGENS,1182.0,515.0
19527,72297,SAINT-MARCEAU,894.0,515.0
19528,08483,VILLE-SUR-LUMES,313.0,515.0
19529,24286,MONTAGRIER,1423.0,515.0
19530,02319,FONSOMME,970.0,515.0
19531,86247,SAINT-SAVIOL,1093.0,515.0
19532,72012,ASSE-LE-RIBOUL,1678.0,515.0
19533,39452,RANS,612.0,515.0
19534,86117,JOUHET,2539.0,515.0
19535,32076,CASTELNAU-BARBARENS,4280.0,515.0
19536,87160,SAINT-LEGER-MAGNAZEIX,5613.0,515.0
19537,71383,SAINT-ALBAIN,561.0,515.0
19538,07312,SECHERAS,737.0,516.0
19539,25105,BYANS-SUR-DOUBS,994.0,516.0
19540,02126,BRUNEHAMEL,886.0,516.0
19541,12290,VAUREILLES,1432.0,516.0
19542,10190,LAUBRESSEL,1644.0,516.0
19543,87072,GLANGES,2271.0,516.0
19544,02572,ORAINVILLE,871.0,516.0
19545,87197,THOURON,1399.0,516.0
19546,53022,LA BAZOUGE-DE-CHEMERE,2513.0,516.0
19547,84146,VILLEDIEU,1156.0,516.0
19548,76598,SAINT-LEGER-AUX-BOIS,1124.0,516.0
19549,35311,SAINT-SEGLIN,948.0,516.0
19550,59372,MALINCOURT,1030.0,516.0
19551,28046,BOISSY-LES-PERCHE,3374.0,516.0
19552,15089,LADINHAC,2690.0,516.0
19553,46001,ALBAS,2173.0,516.0
19554,67436,SAULXURES,1295.0,516.0
19555,14201,CREVECOEUR-EN-AUGE,215.0,516.0
19556,25336,LIESLE,1660.0,516.0
19557,16060,BREVILLE,1568.0,516.0
19558,77115,CHEVRY-EN-SEREINE,2293.0,516.0
19559,65080,BENAC,797.0,516.0
19560,24106,LA CHAPELLE-AUBAREIL,2032.0,516.0
19561,02308,FESMY-LE-SART,1604.0,516.0
19562,11251,MONTLAUR,3513.0,516.0
19563,60565,SAINT-ANDRE-FARIVILLERS,1152.0,516.0
19564,58247,SAINT-JEAN-AUX-AMOGNES,1826.0,516.0
19565,57314,HEMING,369.0,516.0
19566,24410,SAINT-FRONT-LA-RIVIERE,1838.0,516.0
19567,43189,SAINT-GEORGES-LAGRICOL,1926.0,516.0
19568,74034,LE BIOT,1307.0,517.0
19569,38387,SAINT-GEOIRS,701.0,517.0
19570,17382,SAINT-PIERRE-D'AMILLY,1970.0,517.0
19571,03131,ISSERPENT,2649.0,517.0
19572,40218,PARLEBOSCQ,4016.0,517.0
19573,70255,FRESNE-SAINT-MAMES,998.0,517.0
19574,33166,LE FIEU,1454.0,517.0
19575,62112,BERLES-AU-BOIS,893.0,517.0
19576,60261,FRESNOY-LE-LUAT,1159.0,517.0
19577,37005,ANTOGNY-LE-TILLAC,1729.0,517.0
19578,60273,GIRAUMONT,355.0,517.0
19579,54456,REMEREVILLE,1342.0,517.0
19580,63112,CLERLANDE,855.0,517.0
19581,17071,LA BROUSSE,1873.0,517.0
19582,81088,FAUCH,1703.0,517.0
19583,61124,LA COULONCHE,1408.0,517.0
19584,68307,SEWEN,2153.0,517.0
19585,15027,CALVINET,1399.0,517.0
19586,60232,FERRIERES,484.0,517.0
19587,80047,AVELUY,680.0,517.0
19588,08133,COUCY,647.0,517.0
19589,29285,TREFLAOUENAN,822.0,517.0
19590,50606,TRIBEHOU,1006.0,517.0
19591,60356,LAVILLETERTRE,1641.0,517.0
19592,63094,CHARENSAT,4680.0,517.0
19593,32448,TOUGET,1779.0,518.0
19594,78096,BOURDONNE,1093.0,518.0
19595,46132,ISSENDOLUS,1899.0,518.0
19596,02816,VILLERS-SUR-FERE,1076.0,518.0
19597,27110,BRESTOT,882.0,518.0
19598,71399,SAINT-CHRISTOPHE-EN-BRIONNAIS,1517.0,518.0
19599,11211,MAGRIE,1030.0,518.0
19600,12161,MOURET,3115.0,518.0
19601,84140,VAUGINES,1566.0,518.0
19602,32190,LANNEPAX,3117.0,518.0
19603,73315,VILLARD-LEGER,688.0,518.0
19604,59259,GHISSIGNIES,454.0,518.0
19605,88435,SAINT-REMY,1227.0,518.0
19606,68199,MALMERSPACH,266.0,518.0
19607,73229,SAINT-CHRISTOPHE,1102.0,518.0
19608,88340,PADOUX,1926.0,518.0
19609,32436,SOLOMIAC,1389.0,518.0
19610,39176,CRAMANS,814.0,518.0
19611,01116,CONTREVOZ,1427.0,518.0
19612,31450,RENNEVILLE,843.0,518.0
19613,59150,COBRIEUX,284.0,519.0
19614,17355,SAINTE-LHEURINE,1754.0,519.0
19615,08469,VENDRESSE,4342.0,519.0
19616,33294,MORIZES,590.0,519.0
19617,36150,PARNAC,4744.0,519.0
19618,05109,PUY-SAINT-PIERRE,783.0,519.0
19619,89237,MAILLY-LA-VILLE,2381.0,519.0
19620,07015,ARRAS-SUR-RHONE,562.0,519.0
19621,25569,TREPOT,1472.0,519.0
19622,80519,MATIGNY,702.0,519.0
19623,21492,POMMARD,1002.0,519.0
19624,16416,VITRAC-SAINT-VINCENT,2231.0,519.0
19625,12172,LE NAYRAC,3653.0,519.0
19626,55517,SEUIL-D'ARGONNE,2561.0,519.0
19627,41068,COURMEMIN,2623.0,519.0
19628,64521,SERRES-SAINTE-MARIE,974.0,519.0
19629,14721,VACOGNES-NEUILLY,790.0,519.0
19630,62644,OUVE-WIRQUIN,544.0,519.0
19631,59537,SAINT-MARTIN-SUR-ECAILLON,534.0,519.0
19632,62273,DOUDEAUVILLE,1386.0,519.0
19633,61457,SAINT-SYMPHORIEN-DES-BRUYERES,1617.0,519.0
19634,76369,LA HOUSSAYE-BERANGER,815.0,519.0
19635,86043,CEAUX-EN-COUHE,1625.0,519.0
19636,08494,WADELINCOURT,426.0,520.0
19637,05012,BARATIER,1582.0,520.0
19638,25374,MERCEY-LE-GRAND,661.0,520.0
19639,54405,OCHEY,1815.0,520.0
19640,34096,FAUGERES,2604.0,520.0
19641,60220,ESPAUBOURG,608.0,520.0
19642,12171,NAUVIALE,2546.0,520.0
19643,54156,DIARVILLE,1119.0,520.0
19644,51447,PROSNES,3277.0,520.0
19645,63009,ARDES,1662.0,520.0
19646,50580,SOTTEVILLE,620.0,520.0
19647,48148,SAINT-ETIENNE-VALLEE-FRANCAISE,5054.0,520.0
19648,60136,CEMPUIS,945.0,520.0
19649,18008,ARCAY,1840.0,520.0
19650,46156,LAROQUE-DES-ARCS,719.0,521.0
19651,41062,COUDDES,1859.0,521.0
19652,86049,CHALAIS,1488.0,521.0
19653,53193,RUILLE-FROID-FONDS,2376.0,521.0
19654,60118,CAISNES,618.0,521.0
19655,27447,ORVAUX,616.0,521.0
19656,67208,HOHENGOEFT,333.0,521.0
19657,71530,SULLY,3184.0,521.0
19658,45168,INGRANNES,3900.0,521.0
19659,88175,FONTENAY,653.0,521.0
19660,57055,BAZONCOURT,1313.0,521.0
19661,64220,ESTOS,320.0,521.0
19662,76686,THEUVILLE-AUX-MAILLOTS,728.0,521.0
19663,46298,SARRAZAC,1824.0,521.0
19664,67069,BUHL,437.0,521.0
19665,71283,MARNAY,507.0,521.0
19666,85274,SAINT-VALERIEN,1458.0,521.0
19667,89037,BEON,1548.0,521.0
19668,11339,SAINT-DENIS,862.0,521.0
19669,80078,BELLANCOURT,605.0,521.0
19670,70492,SOING-CUBRY-CHARENTENAY,2892.0,521.0
19671,87017,BLANZAC,2360.0,521.0
19672,22310,SAINT-LAURENT,898.0,521.0
19673,18216,SAINT-HILAIRE-EN-LIGNIERES,5444.0,521.0
19674,72111,CURES,1157.0,521.0
19675,32123,ESCORNEBOEUF,2577.0,521.0
19676,11303,PUIVERT,4280.0,521.0
19677,57376,LAMBACH,566.0,521.0
19678,70079,BOUGNON,917.0,521.0
19679,54426,PIERRE-LA-TREICHE,1299.0,521.0
19680,28281,NOGENT-SUR-EURE,921.0,521.0
19681,85199,SAINT-AUBIN-LA-PLAINE,1162.0,521.0
19682,87121,RANCON,3358.0,522.0
19683,79175,MELLERAN,2000.0,522.0
19684,70498,TERNUAY-MELAY-ET-SAINT-HILAIRE,2590.0,522.0
19685,03072,CHAZEMAIS,2926.0,522.0
19686,74151,LORNAY,963.0,522.0
19687,25382,MONCEY,495.0,522.0
19688,53108,LA GRAVELLE,620.0,522.0
19689,02659,ROUVROY,514.0,522.0
19690,42130,MAGNEUX-HAUTE-RIVE,1253.0,522.0
19691,62614,NIELLES-LES-ARDRES,452.0,522.0
19692,37061,CHARNIZAY,5325.0,522.0
19693,03133,JENZAT,1184.0,522.0
19694,62055,AUDREHEM,928.0,522.0
19695,05087,MONTMAUR,4872.0,522.0
19696,50503,SAINT-LO-D'OURVILLE,1075.0,522.0
19697,51340,MAISONS-EN-CHAMPAGNE,2922.0,522.0
19698,61303,NECY,783.0,522.0
19699,21361,LUX,2310.0,522.0
19700,22140,LA MALHOURE,517.0,522.0
19701,76210,DAMPIERRE-SAINT-NICOLAS,394.0,522.0
19702,76122,CALLENGEVILLE,1728.0,522.0
19703,52305,MANDRES-LA-COTE,1148.0,522.0
19704,80834,YZENGREMER,347.0,522.0
19705,67147,FROESCHWILLER,584.0,522.0
19706,77138,COURTOMER,463.0,522.0
19707,41083,LA FERTE-BEAUHARNAIS,249.0,522.0
19708,62611,NEUVILLE-VITASSE,705.0,522.0
19709,76247,ESTEVILLE,539.0,522.0
19710,53023,LA BAZOUGE-DES-ALLEUX,1815.0,522.0
19711,51115,CHAMPFLEURY,401.0,523.0
19712,59294,HAYNECOURT,596.0,523.0
19713,57252,GOMELANGE,947.0,523.0
19714,62463,HUCQUELIERS,767.0,523.0
19715,57025,ANZELING,578.0,523.0
19716,85028,BOUILLE-COURDAULT,976.0,523.0
19717,45139,ESTOUY,1871.0,523.0
19718,04004,ALLEMAGNE-EN-PROVENCE,3311.0,523.0
19719,80172,CAPPY,1200.0,523.0
19720,27036,BALINES,375.0,523.0
19721,47045,CALIGNAC,1849.0,523.0
19722,59542,SAINT-REMY-CHAUSSEE,516.0,523.0
19723,53091,DESERTINES,2601.0,523.0
19724,60650,TRUMILLY,1314.0,523.0
19725,73268,SAINT-PAUL-SUR-ISERE,2069.0,523.0
19726,73033,LA BAUCHE,658.0,523.0
19727,55015,AULNOIS-EN-PERTHOIS,1078.0,523.0
19728,50321,LE MESNIL-ROUXELIN,476.0,523.0
19729,03034,BOUCE,2202.0,523.0
19730,10099,CHESSY-LES-PRES,2571.0,523.0
19731,31174,ESTADENS,1758.0,523.0
19732,16425,YVRAC-ET-MALLEYRAND,1885.0,523.0
19733,73170,MONTHION,617.0,523.0
19734,64214,ESPES-UNDUREIN,981.0,523.0
19735,12070,COMPEYRE,1041.0,523.0
19736,55150,DEMANGE-AUX-EAUX,2494.0,523.0
19737,64490,SAINT-MARTIN-D'ARROSSA,1843.0,523.0
19738,82012,LES BARTHES,823.0,523.0
19739,71225,GRANGES,1090.0,523.0
19740,11243,MONTFERRAND,1789.0,524.0
19741,15029,CASSANIOUZE,3626.0,524.0
19742,80298,ETRICOURT-MANANCOURT,1095.0,524.0
19743,48146,SAINTE-ENIMIE,8741.0,524.0
19744,21411,MEURSANGES,1432.0,524.0
19745,82159,SAINT-CIRQ,1603.0,524.0
19746,27309,L'HABIT,506.0,524.0
19747,78677,VILLETTE,462.0,524.0
19748,37086,COURCELLES-DE-TOURAINE,2605.0,524.0
19749,17150,LES EGLISES-D'ARGENTEUIL,1434.0,524.0
19750,80500,MAISNIERES,1275.0,524.0
19751,14268,FIERVILLE-BRAY,1284.0,524.0
19752,08400,SAPOGNE-ET-FEUCHERES,1070.0,524.0
19753,79064,CHAIL,1265.0,524.0
19754,51379,MONTIGNY-SUR-VESLE,952.0,524.0
19755,72295,SAINT-LONGIS,1121.0,524.0
19756,30267,SAINT-JEAN-DE-SERRES,829.0,524.0
19757,65401,SALLES-ADOUR,251.0,524.0
19758,24228,LANQUAIS,1472.0,524.0
19759,63414,SAUVIAT,1542.0,524.0
19760,07294,SAINT-SAUVEUR-DE-CRUZIERES,2515.0,524.0
19761,81005,ALBINE,1715.0,524.0
19762,80004,ACHEUX-EN-VIMEU,1233.0,525.0
19763,78590,SENLISSE,815.0,525.0
19764,33280,MAZION,368.0,525.0
19765,60239,FLEURY,630.0,525.0
19766,24481,SAINT-PAUL-LA-ROCHE,4002.0,525.0
19767,02160,CHAOURSE,1848.0,525.0
19768,59612,VERTAIN,583.0,525.0
19769,50018,ARGOUGES,1663.0,525.0
19770,62592,MORINGHEM,998.0,525.0
19771,26336,SAOU,4134.0,525.0
19772,81014,ANGLES,8607.0,525.0
19773,40240,RENUNG,2240.0,525.0
19774,24382,SAINT-CAPRAISE-DE-LALINDE,396.0,525.0
19775,51545,SOMMESOUS,3700.0,525.0
19776,37238,SAINT-SENOCH,2409.0,525.0
19777,14240,EPANEY,1162.0,525.0
19778,11148,FONTCOUVERTE,1023.0,525.0
19779,41063,COUFFY,1493.0,525.0
19780,02484,MEZY-MOULINS,458.0,525.0
19781,59595,THUN-SAINT-MARTIN,606.0,525.0
19782,80345,FRANLEU,840.0,525.0
19783,71570,VERJUX,1216.0,525.0
19784,38280,NOTRE-DAME-DE-VAULX,796.0,525.0
19785,18181,PLOU,3376.0,525.0
19786,02001,ABBECOURT,605.0,525.0
19787,18117,JARS,3806.0,525.0
19788,28340,SAINT-HILAIRE-SUR-YERRE,1695.0,525.0
19789,60165,LE COUDRAY-SUR-THELLE,377.0,525.0
19790,60669,VERDERONNE,330.0,525.0
19791,49115,COUTURES,936.0,525.0
19792,12065,CENTRES,3670.0,526.0
19793,73120,FRETERIVE,1096.0,526.0
19794,81292,TANUS,1886.0,526.0
19795,70563,VILLERS-LE-SEC,1111.0,526.0
19796,11276,PAZIOLS,2836.0,526.0
19797,24463,SAINT-MEDARD-D'EXCIDEUIL,1893.0,526.0
19798,01036,BELMONT-LUTHEZIEU,1969.0,526.0
19799,73057,BRIDES-LES-BAINS,265.0,526.0
19800,17182,LA GREVE-SUR-MIGNON,1142.0,526.0
19801,86104,GENOUILLE,2994.0,526.0
19802,37019,BARROU,3098.0,526.0
19803,11340,SAINTE-EULALIE,637.0,526.0
19804,71332,ORMES,979.0,526.0
19805,49017,BARACE,1348.0,526.0
19806,80752,THEZY-GLIMONT,681.0,526.0
19807,81203,PAULINET,7349.0,526.0
19808,38102,CHEZENEUVE,679.0,526.0
19809,16002,LES ADJOTS,1123.0,526.0
19810,38038,BELMONT,652.0,526.0
19811,62431,HERBELLES,461.0,526.0
19812,01436,VESANCY,1073.0,527.0
19813,85205,SAINT-CYR-DES-GATS,2109.0,527.0
19814,76492,OUVILLE-LA-RIVIERE,657.0,527.0
19815,28291,OUARVILLE,2038.0,527.0
19816,35276,SAINT-GONDRAN,444.0,527.0
19817,23143,NOTH,2314.0,527.0
19818,2B193,OMESSA,2452.0,527.0
19819,79310,SECONDIGNE-SUR-BELLE,2449.0,527.0
19820,60383,MARGNY-SUR-MATZ,734.0,527.0
19821,57434,MAIZIERES-LES-VIC,2602.0,527.0
19822,31566,VALLEGUE,422.0,527.0
19823,46189,MAYRINHAC-LENTOUR,1548.0,527.0
19824,88497,VAXONCOURT,864.0,527.0
19825,76186,CONTEVILLE,1382.0,527.0
19826,11405,VENTENAC-EN-MINERVOIS,616.0,527.0
19827,01430,VARAMBON,798.0,527.0
19828,01299,LE PLANTAY,2065.0,527.0
19829,64005,ABOS,848.0,527.0
19830,25136,CHAUCENNE,492.0,527.0
19831,57679,TRITTELING-REDLACH,600.0,528.0
19832,63317,SAINT-ANDRE-LE-COQ,1799.0,528.0
19833,24070,BUSSEROLLES,3352.0,528.0
19834,57076,BEYREN-LES-SIERCK,926.0,528.0
19835,41248,SOUDAY,3649.0,528.0
19836,76237,EPINAY-SUR-DUCLAIR,666.0,528.0
19837,71223,LA GRANDE-VERRIERE,4650.0,528.0
19838,66004,LES ANGLES,4346.0,528.0
19839,24200,GRAND-BRASSAC,3183.0,528.0
19840,63419,SERVANT,2646.0,528.0
19841,29070,GUILER-SUR-GOYEN,1136.0,528.0
19842,41065,COULOMMIERS-LA-TOUR,1216.0,528.0
19843,33050,BIEUJAC,699.0,528.0
19844,63314,SAINT-AMANT-ROCHE-SAVINE,2401.0,528.0
19845,64119,BEUSTE,585.0,528.0
19846,30043,BOISSIERES,334.0,528.0
19847,37084,COUESMES,2195.0,529.0
19848,15262,VILLEDIEU,1910.0,529.0
19849,80556,MONS-BOUBERT,960.0,529.0
19850,57331,HOMBOURG-BUDANGE,1551.0,529.0
19851,33060,BOMMES,579.0,529.0
19852,47022,BAZENS,1232.0,529.0
19853,60264,FROCOURT,649.0,529.0
19854,78415,MONTAINVILLE,478.0,529.0
19855,39299,LONGWY-SUR-LE-DOUBS,1722.0,529.0
19856,41053,CHOUE,3648.0,529.0
19857,45073,CHANTECOQ,1587.0,529.0
19858,87142,SAINT-DENIS-DES-MURS,2371.0,529.0
19859,80436,HESCAMPS,3462.0,529.0
19860,80424,HEBECOURT,495.0,529.0
19861,63332,SAINT-CLEMENT-DE-REGNAT,1498.0,529.0
19862,57449,MARSILLY,319.0,529.0
19863,50413,PRECEY,788.0,529.0
19864,53176,LE PAS,2206.0,529.0
19865,17163,FONTAINES-D'OZILLAC,1393.0,529.0
19866,02009,ALAINCOURT,602.0,529.0
19867,71365,RANCY,578.0,529.0
19868,67242,KIRRWILLER,503.0,529.0
19869,24388,SAINT-CHAMASSY,1540.0,529.0
19870,31148,CLERMONT-LE-FORT,1021.0,530.0
19871,63434,TOURS-SUR-MEYMONT,1808.0,530.0
19872,39385,NEUBLANS-ABERGEMENT,1110.0,530.0
19873,05085,MONTGENEVRE,3958.0,530.0
19874,88159,ENTRE-DEUX-EAUX,851.0,530.0
19875,51078,BOUY,2263.0,530.0
19876,17363,SAINT-MARTIAL-DE-VITATERNE,282.0,530.0
19877,23024,BLESSAC,1789.0,530.0
19878,24336,PRATS-DE-CARLUX,1295.0,530.0
19879,35301,SAINT-M'HERVON,246.0,530.0
19880,72031,BEILLE,861.0,530.0
19881,03230,SAINT-ETIENNE-DE-VICQ,1929.0,530.0
19882,26168,LUS-LA-CROIX-HAUTE,8794.0,530.0
19883,07073,LE CRESTET,1003.0,530.0
19884,32253,MIRADOUX,3479.0,530.0
19885,60037,BABOEUF,731.0,530.0
19886,72004,AMNE,1604.0,530.0
19887,54519,THIAVILLE-SUR-MEURTHE,456.0,530.0
19888,27156,CHERONVILLIERS,2144.0,530.0
19889,10359,SAINT-PHAL,3339.0,530.0
19890,17325,SAINT-DIZANT-DU-GUA,2719.0,530.0
19891,08202,GUE-D'HOSSUS,524.0,530.0
19892,30298,SAINT-SEBASTIEN-D'AIGREFEUILLE,1613.0,530.0
19893,39131,LA CHAUX-DU-DOMBIEF,2161.0,531.0
19894,64424,ORDIARP,3102.0,531.0
19895,32159,L'ISLE-DE-NOE,2590.0,531.0
19896,40035,BENESSE-LES-DAX,597.0,531.0
19897,23139,MOUTIER-MALCARD,2598.0,531.0
19898,30018,ASPERES,1005.0,531.0
19899,13008,AURONS,1255.0,531.0
19900,54010,ALLAMPS,731.0,531.0
19901,95348,LONGUESSE,854.0,531.0
19902,76054,BAILLY-EN-RIVIERE,2045.0,531.0
19903,59103,BOUSSIERES-SUR-SAMBRE,331.0,531.0
19904,80350,FRANVILLERS,480.0,531.0
19905,60126,CANNECTANCOURT,754.0,531.0
19906,29166,PLOEVEN,1305.0,531.0
19907,54154,DENEUVRE,923.0,531.0
19908,18036,BRINAY,2958.0,531.0
19909,55324,MARVILLE,1963.0,531.0
19910,51621,VIENNE-LE-CHATEAU,5148.0,531.0
19911,40127,HONTANX,3074.0,531.0
19912,36215,SEGRY,3367.0,531.0
19913,61095,LA CHAPELLE-BICHE,649.0,531.0
19914,03184,MONTILLY,2209.0,531.0
19915,33546,VIGNONET,423.0,531.0
19916,60076,BLARGIES,1000.0,532.0
19917,05098,LES ORRES,7387.0,532.0
19918,25326,LANTENNE-VERTIERE,977.0,532.0
19919,2A048,CALCATOGGIO,2328.0,532.0
19920,62442,HERNICOURT,997.0,532.0
19921,61310,NONANT-LE-PIN,1836.0,532.0
19922,24417,SAINT-GERMAIN-DES-PRES,1902.0,532.0
19923,54534,TRONDES,1248.0,532.0
19924,71347,PERREUIL,761.0,532.0
19925,59347,LIESSIES,1763.0,533.0
19926,16077,CHAMPMILLON,956.0,533.0
19927,28246,MESLAY-LE-VIDAME,1491.0,533.0
19928,59669,ZUYTPEENE,1191.0,533.0
19929,42221,SAINTE-FOY-SAINT-SULPICE,2933.0,533.0
19930,45162,GUIGNEVILLE,3196.0,533.0
19931,28234,MARCHEVILLE,1261.0,533.0
19932,12028,BOISSE-PENCHOT,450.0,533.0
19933,32463,VIELLA,2226.0,533.0
19934,46177,LOUBRESSAC,2340.0,533.0
19935,57695,VARIZE,1394.0,533.0
19936,11390,THEZAN-DES-CORBIERES,2652.0,533.0
19937,62438,HERMAVILLE,639.0,533.0
19938,33538,VALEYRAC,2908.0,533.0
19939,57684,VAHL-EBERSING,642.0,533.0
19940,53203,SAINT-BRICE,1327.0,533.0
19941,32210,LIAS,1088.0,533.0
19942,31361,MONTAUT,1795.0,533.0
19943,84049,GIGONDAS,2709.0,533.0
19944,67138,FESSENHEIM-LE-BAS,507.0,534.0
19945,27300,GROSLEY-SUR-RISLE,1336.0,534.0
19946,57523,OGY,375.0,534.0
19947,76017,ANGLESQUEVILLE-L'ESNEVAL,425.0,534.0
19948,59246,FOREST-EN-CAMBRESIS,884.0,534.0
19949,31050,BEAUCHALOT,638.0,534.0
19950,50004,AIREL,1010.0,534.0
19951,71122,CHEILLY-LES-MARANGES,701.0,534.0
19952,53209,SAINT-CYR-LE-GRAVELAIS,2047.0,534.0
19953,08156,ETEIGNIERES,1180.0,534.0
19954,82039,CAYRAC,622.0,534.0
19955,80328,FONTAINE-SUR-SOMME,1516.0,534.0
